"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"남현동009",1,서울특별시 관악구 남부순환로 2028,서울특별시 관악구 남현동 1055-2,37.475881,126.973563,,전용주,02-879-6781,관악구청,2020-12-07
"남현동010",1,서울특별시 관악구 남부순환로260길 7,서울특별시 관악구 남현동 1071-41,37.475583,126.973589,,한전주,02-879-6781,관악구청,2020-12-07
"남현동011",1,서울특별시 관악구 남부순환로260길 7,서울특별시 관악구 남현동 1071-41,37.475585,126.973646,,한전주,02-879-6781,관악구청,2020-12-07
"남현동012",1,서울특별시 관악구 남부순환로260길 10,서울특별시 관악구 남현동 1054-10,37.475542,126.973431,,,02-879-6781,관악구청,2020-12-07
"남현동013",1,서울특별시 관악구 남부순환로260길 11,서울특별시 관악구 남현동 1071-38,37.475314,126.973319,,한전주,02-879-6781,관악구청,2020-12-07
"남현동014",1,서울특별시 관악구 남부순환로260길 19,서울특별시 관악구 남현동 1071-34,37.475065,126.973040,,한전주,02-879-6781,관악구청,2020-12-07
"남현동015",1,서울특별시 관악구 남부순환로260길 23,서울특별시 관악구 남현동 1071-33,37.474916,126.972900,,,02-879-6781,관악구청,2020-12-07
"남현동016",1,서울특별시 관악구 남부순환로260길 27,서울특별시 관악구 남현동 1071-28,37.474807,126.972778,,한전주,02-879-6781,관악구청,2020-12-07
"남현동017",1,서울특별시 관악구 남부순환로260길 22,서울특별시 관악구 남현동 1054-20,37.475040,126.972869,,,02-879-6781,관악구청,2020-12-07
"남현동018",1,서울특별시 관악구 남부순환로260길 30,서울특별시 관악구 남현동 1054-42,37.475058,126.972687,,전용주,02-879-6781,관악구청,2020-12-07
"남현동019",1,서울특별시 관악구 남부순환로256길 13-7,서울특별시 관악구 남현동 1054-48,37.475038,126.972277,,한전주,02-879-6781,관악구청,2020-12-07
"남현동020",1,서울특별시 관악구 남부순환로256길 17,서울특별시 관악구 남현동 1054-33,37.474881,126.972035,,전용주,02-879-6781,관악구청,2020-12-07
"남현동021",1,서울특별시 관악구 남부순환로256길 19,서울특별시 관악구 남현동 1054-34,37.474768,126.972113,,건축물,02-879-6781,관악구청,2020-12-07
"남현동022",1,서울특별시 관악구 남부순환로260길 46,서울특별시 관악구 남현동 1053-8,37.474587,126.972144,,한전주,02-879-6781,관악구청,2020-12-07
"남현동023",1,서울특별시 관악구 남부순환로260길 46,서울특별시 관악구 남현동 1053-8,37.474428,126.972133,,전용주,02-879-6781,관악구청,2020-12-07
"남현동024",1,서울특별시 관악구 남부순환로260길 43,서울특별시 관악구 남현동 1071-2,37.474410,126.972219,,전용주,02-879-6781,관악구청,2020-12-07
"남현동025",1,서울특별시 관악구 남부순환로260길 43,서울특별시 관악구 남현동 1071-2,37.474294,126.972104,,한전주,02-879-6781,관악구청,2020-12-07
"남현동026",1,서울특별시 관악구 남부순환로260길 48,서울특별시 관악구 남현동 1053-9,37.474308,126.972076,,한전주,02-879-6781,관악구청,2020-12-07
"남현동027",1,서울특별시 관악구 남부순환로260길 35,서울특별시 관악구 남현동 1071-23,37.474524,126.972482,,한전주,02-879-6781,관악구청,2020-12-07
"남현동028",1,서울특별시 관악구 남현2길 92,서울특별시 관악구 남현동 1071-24,37.474404,126.972632,,건축물,02-879-6781,관악구청,2020-12-07
"남현동029",1,서울특별시 관악구 남현2길 93,서울특별시 관악구 남현동 1070-1,37.474319,126.972743,,,02-879-6781,관악구청,2020-12-07
"남현동030",1,서울특별시 관악구 남현2길 86,서울특별시 관악구 남현동 1071-29,37.474569,126.972998,,한전주,02-879-6781,관악구청,2020-12-07
"남현동031",1,서울특별시 관악구 남현2길 82,서울특별시 관악구 남현동 1071-31,37.474768,126.973215,,한전주,02-879-6781,관악구청,2020-12-07
"남현동032",1,서울특별시 관악구 남부순환로260길 15,서울특별시 관악구 남현동 1071-37,37.474975,126.973447,,건축물,02-879-6781,관악구청,2020-12-07
"남현동033",1,서울특별시 관악구 남현2길 70,서울특별시 관악구 남현동 1071-39,37.475148,126.973615,,한전주,02-879-6781,관악구청,2020-12-07
"남현동034",1,서울특별시 관악구 남현2길 66,서울특별시 관악구 남현동 1071-40,37.475400,126.973879,,한전주,02-879-6781,관악구청,2020-12-07
"남현동035",1,서울특별시 관악구 남현2길 66,서울특별시 관악구 남현동 1071-40,37.475429,126.973866,,한전주,02-879-6781,관악구청,2020-12-07
"남현동036",1,서울특별시 관악구 남현2길 65-3,서울특별시 관악구 남현동 1069-15,37.475200,126.974005,,건축물,02-879-6781,관악구청,2020-12-07
"남현동037",1,서울특별시 관악구 남현2길 65-7,서울특별시 관악구 남현동 1069-21,37.475066,126.974154,,한전주,02-879-6781,관악구청,2020-12-07
"남현동038",1,서울특별시 관악구 남현4길 46,서울특별시 관악구 남현동 1069-24,37.474843,126.974330,,한전주,02-879-6781,관악구청,2020-12-07
"남현동039",1,서울특별시 관악구 남현4길 46,서울특별시 관악구 남현동 1069-24,37.474860,126.974506,,한전주,02-879-6781,관악구청,2020-12-07
"남현동040",1,서울특별시 관악구 남현4길 42,서울특별시 관악구 남현동 1069-28,37.474867,126.974540,,한전주,02-879-6781,관악구청,2020-12-07
"남현동041",1,서울특별시 관악구 남현4길 40,서울특별시 관악구 남현동 1069-30,37.474888,126.974732,,전용주,02-879-6781,관악구청,2020-12-07
"남현동042",1,서울특별시 관악구,서울특별시 관악구 남현동 1080-1,37.474939,126.975019,,한전주,02-879-6781,관악구청,2020-12-07
"남현동043",1,서울특별시 관악구 남현4길 50,서울특별시 관악구 남현동 1069-5,37.474790,126.974260,,,02-879-6781,관악구청,2020-12-07
"남현동044",1,서울특별시 관악구 남현4길 50,서울특별시 관악구 남현동 1069-5,37.474742,126.974221,,전용주,02-879-6781,관악구청,2020-12-07
"남현동045",1,서울특별시 관악구 남현4길 52,서울특별시 관악구 남현동 1069-4,37.474636,126.974123,,한전주,02-879-6781,관악구청,2020-12-07
"남현동046",1,서울특별시 관악구 남현2길 75-10,서울특별시 관악구 남현동 1070-37,37.474733,126.973788,,건축물,02-879-6781,관악구청,2020-12-07
"남현동047",1,서울특별시 관악구 남현2길 75-6,서울특별시 관악구 남현동 1070-39,37.474844,126.973626,,한전주,02-879-6781,관악구청,2020-12-07
"남현동048",1,서울특별시 관악구 남현4길 62,서울특별시 관악구 남현동 1070-22,37.474437,126.973895,,,02-879-6781,관악구청,2020-12-07
"남현동049",1,서울특별시 관악구 남현4길 64,서울특별시 관악구 남현동 1070-21,37.474277,126.973723,,한전주,02-879-6781,관악구청,2020-12-07
"남현동050",1,서울특별시 관악구 남현4길 64-4,서울특별시 관악구 남현동 1070-23,37.474454,126.973533,,건축물,02-879-6781,관악구청,2020-12-07
"남현동051",1,서울특별시 관악구 남현4길 64-8,서울특별시 관악구 남현동 1070-25,37.474558,126.973370,,건축물,02-879-6781,관악구청,2020-12-07
"남현동052",1,서울특별시 관악구 남현4길 66,서울특별시 관악구 남현동 1070-14,37.474102,126.973570,,한전주,02-879-6781,관악구청,2020-12-07
"남현동053",1,서울특별시 관악구 남현4길 66,서울특별시 관악구 남현동 1070-14,37.474231,126.973434,,건축물,02-879-6781,관악구청,2020-12-07
"남현동054",1,서울특별시 관악구 남현4길 68-4,서울특별시 관악구 남현동 1070-15,37.474304,126.973327,,건축물,02-879-6781,관악구청,2020-12-07
"남현동055",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473938,126.973385,,한전주,02-879-6781,관악구청,2020-12-07
"남현동056",1,서울특별시 관악구 남부순환로256길 38,서울특별시 관악구 남현동 1071-18,37.474085,126.972903,,한전주,02-879-6781,관악구청,2020-12-07
"남현동057",1,서울특별시 관악구 남부순환로256길 40,서울특별시 관악구 남현동 1071-17,37.473834,126.972859,,건축물,02-879-6781,관악구청,2020-12-07
"남현동058",1,서울특별시 관악구 남부순환로256길 46,서울특별시 관악구 남현동 1071-15,37.473882,126.973122,,,02-879-6781,관악구청,2020-12-07
"남현동059",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473778,126.973346,,한전주,02-879-6781,관악구청,2020-12-07
"남현동060",1,서울특별시 관악구 남부순환로256길 50-5,서울특별시 관악구 남현동 1071-8,37.473549,126.973143,,건축물,02-879-6781,관악구청,2020-12-07
"남현동061",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473589,126.973556,,전용주,02-879-6781,관악구청,2020-12-07
"남현동062",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473481,126.973671,,한전주,02-879-6781,관악구청,2020-12-07
"남현동063",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473325,126.973829,,전용주,02-879-6781,관악구청,2020-12-07
"남현동064",1,서울특별시 관악구 남부순환로256길 60,서울특별시 관악구 남현동 1072-51,37.473317,126.973538,,건축물,02-879-6781,관악구청,2020-12-07
"남현동065",1,서울특별시 관악구 남부순환로256나길 7,서울특별시 관악구 남현동 1072-50,37.473136,126.973364,,한전주,02-879-6781,관악구청,2020-12-07
"남현동066",1,서울특별시 관악구 남부순환로256길 50-5,서울특별시 관악구 남현동 1071-8,37.473324,126.973154,,한전주,02-879-6781,관악구청,2020-12-07
"남현동067",1,서울특별시 관악구 남부순환로260가길 21,서울특별시 관악구 남현동 1071-7,37.473496,126.972964,,한전주,02-879-6781,관악구청,2020-12-07
"남현동068",1,서울특별시 관악구 남부순환로260가길 13,서울특별시 관악구 남현동 1071-5,37.473728,126.972719,,한전주,02-879-6781,관악구청,2020-12-07
"남현동069",1,서울특별시 관악구 남부순환로260가길 11,서울특별시 관악구 남현동 1071-44,37.473835,126.972596,,한전주,02-879-6781,관악구청,2020-12-07
"남현동070",1,서울특별시 관악구 남부순환로260길 43,서울특별시 관악구 남현동 1071-2,37.474108,126.972285,,한전주,02-879-6781,관악구청,2020-12-07
"남현동071",1,서울특별시 관악구 남부순환로260길 48,서울특별시 관악구 남현동 1053-9,37.474220,126.971875,,한전주,02-879-6781,관악구청,2020-12-07
"남현동072",1,서울특별시 관악구 남부순환로260길 50,서울특별시 관악구 남현동 1053-10,37.474096,126.971874,,,02-879-6781,관악구청,2020-12-07
"남현동073",1,서울특별시 관악구 남부순환로260길 54,서울특별시 관악구 남현동 1053-38,37.473913,126.971874,,한전주,02-879-6781,관악구청,2020-12-07
"남현동074",1,서울특별시 관악구 남부순환로260길 61,서울특별시 관악구 남현동 1072-68,37.473682,126.972076,,한전주,02-879-6781,관악구청,2020-12-07
"남현동075",1,서울특별시 관악구 남부순환로260길 68,서울특별시 관악구 남현동 1053-15,37.473421,126.972260,,건축물,02-879-6781,관악구청,2020-12-07
"남현동076",1,서울특별시 관악구 남부순환로260길 77,서울특별시 관악구 남현동 1072-63,37.473326,126.972455,,한전주,02-879-6781,관악구청,2020-12-07
"남현동077",1,서울특별시 관악구 남부순환로260길 81,서울특별시 관악구 남현동 1072-62,37.473017,126.972798,,한전주,02-879-6781,관악구청,2020-12-07
"남현동078",1,서울특별시 관악구 남부순환로256나길 15,서울특별시 관악구 남현동 1072-47,37.472847,126.973103,,한전주,02-879-6781,관악구청,2020-12-07
"남현동079",1,서울특별시 관악구 남부순환로256나길 25,서울특별시 관악구 남현동 1072-45,37.472513,126.972789,,한전주,02-879-6781,관악구청,2020-12-07
"남현동080",1,서울특별시 관악구 남부순환로256나길 29,서울특별시 관악구 남현동 1072-43,37.472271,126.972581,,한전주,02-879-6781,관악구청,2020-12-07
"남현동081",1,서울특별시 관악구 남부순환로260길 119,서울특별시 관악구 남현동 1139,37.472038,126.972297,,,02-879-6781,관악구청,2020-12-07
"남현동082",1,서울특별시 관악구 남부순환로260길 99,서울특별시 관악구 남현동 1072-55,37.472072,126.972256,,한전주,02-879-6781,관악구청,2020-12-07
"남현동083",1,서울특별시 관악구 남현12길 28,서울특별시 관악구 남현동 1072-40,37.471974,126.972421,,한전주,02-879-6781,관악구청,2020-12-07
"남현동084",1,서울특별시 관악구 남부순환로260길 119,서울특별시 관악구 남현동 1139,37.472109,126.972131,,한전주,02-879-6781,관악구청,2020-12-07
"남현동085",1,서울특별시 관악구 남부순환로260길 99,서울특별시 관악구 남현동 1072-55,37.472286,126.972219,,한전주,02-879-6781,관악구청,2020-12-07
"남현동086",1,서울특별시 관악구 남부순환로260길 91,서울특별시 관악구 남현동 1072-57,37.472481,126.972294,,건축물,02-879-6781,관악구청,2020-12-07
"남현동087",1,서울특별시 관악구 남부순환로260길 91,서울특별시 관악구 남현동 1072-57,37.472587,126.972478,,한전주,02-879-6781,관악구청,2020-12-07
"남현동088",1,서울특별시 관악구 남부순환로260길 86,서울특별시 관악구 남현동 1053-20,37.472821,126.972568,,,02-879-6781,관악구청,2020-12-07
"남현동089",1,서울특별시 관악구 남현12길 37,서울특별시 관악구 남현동 1053-29,37.472270,126.971806,,한전주,02-879-6781,관악구청,2020-12-07
"남현동090",1,서울특별시 관악구 남현12길 42,서울특별시 관악구 남현동 산57-18,37.472400,126.971596,,전용주,02-879-6781,관악구청,2020-12-07
"남현동091",1,서울특별시 관악구 남현12길 42,서울특별시 관악구 남현동 산57-18,37.472541,126.971480,,한전주,02-879-6781,관악구청,2020-12-07
"남현동092",1,서울특별시 관악구 남현12길 42,서울특별시 관악구 남현동 산57-18,37.472492,126.971320,,전용주,02-879-6781,관악구청,2020-12-07
"남현동093",1,서울특별시 관악구 인헌1다길 47,서울특별시 관악구 봉천동 173-9,37.472564,126.971239,,한전주,02-879-6781,관악구청,2020-12-07
"남현동094",1,서울특별시 관악구 인헌1다길 47,서울특별시 관악구 봉천동 173-9,37.472439,126.971149,,전용주,02-879-6781,관악구청,2020-12-07
"남현동095",1,서울특별시 관악구 남현12길 37,서울특별시 관악구 남현동 1053-29,37.472059,126.971935,,한전주,02-879-6781,관악구청,2020-12-07
"남현동096",1,서울특별시 관악구 남부순환로260길 119,서울특별시 관악구 남현동 1139,37.471799,126.971755,,전용주,02-879-6781,관악구청,2020-12-07
"남현동097",1,서울특별시 관악구 남현12길 21,서울특별시 관악구 남현동 1137,37.471466,126.972039,,전용주,02-879-6781,관악구청,2020-12-07
"남현동098",1,서울특별시 관악구 남현12길 21,서울특별시 관악구 남현동 1137,37.471253,126.972218,,건축물,02-879-6781,관악구청,2020-12-07
"남현동099",1,서울특별시 관악구 남현12길 21,서울특별시 관악구 남현동 1137,37.471231,126.972392,,한전주,02-879-6781,관악구청,2020-12-07
"남현동100",1,서울특별시 관악구 남부순환로260길 132,서울특별시 관악구 남현동 496-2,37.470867,126.972407,,한전주,02-879-6781,관악구청,2020-12-07
"남현동101",1,서울특별시 관악구,서울특별시 관악구 남현동 1132,37.471060,126.972585,,,02-879-6781,관악구청,2020-12-07
"남현동102",1,서울특별시 관악구,서울특별시 관악구 남현동 1132,37.471015,126.972830,,,02-879-6781,관악구청,2020-12-07
"남현동103",1,서울특별시 관악구,서울특별시 관악구 남현동 1132,37.470954,126.973114,,전용주,02-879-6781,관악구청,2020-12-07
"남현동104",1,서울특별시 관악구 남현길 144,서울특별시 관악구 남현동 1132,37.470891,126.973391,,,02-879-6781,관악구청,2020-12-07
"남현동105",1,서울특별시 관악구 남현길 141,서울특별시 관악구 남현동 1133,37.470920,126.973552,,전용주,02-879-6781,관악구청,2020-12-07
"남현동106",1,서울특별시 관악구 남현길 144,서울특별시 관악구 남현동 1132,37.471199,126.973506,,한전주,02-879-6781,관악구청,2020-12-07
"남현동107",1,서울특별시 관악구,서울특별시 관악구 남현동 1132,37.471386,126.973249,,한전주,02-879-6781,관악구청,2020-12-07
"남현동108",1,서울특별시 관악구 남현12길 13,서울특별시 관악구 남현동 1073-1,37.471518,126.973087,,한전주,02-879-6781,관악구청,2020-12-07
"남현동109",1,서울특별시 관악구 남현12길 21,서울특별시 관악구 남현동 1137,37.471385,126.972543,,한전주,02-879-6781,관악구청,2020-12-07
"남현동110",1,서울특별시 관악구 남현12길 18,서울특별시 관악구 남현동 1072-96,37.471773,126.972842,,한전주,02-879-6781,관악구청,2020-12-07
"남현동111",1,서울특별시 관악구 남부순환로256다길 37,서울특별시 관악구 남현동 1072-94,37.471989,126.972881,,,02-879-6781,관악구청,2020-12-07
"남현동112",1,서울특별시 관악구 남부순환로256다길 31,서울특별시 관악구 남현동 1072-14,37.472204,126.973074,,건축물,02-879-6781,관악구청,2020-12-07
"남현동113",1,서울특별시 관악구 남부순환로256나길 27,서울특별시 관악구 남현동 1072-44,37.472386,126.972965,,건축물,02-879-6781,관악구청,2020-12-07
"남현동114",1,서울특별시 관악구 남부순환로256다길 21,서울특별시 관악구 남현동 1072-32,37.472618,126.973278,,건축물,02-879-6781,관악구청,2020-12-07
"남현동115",1,서울특별시 관악구 남부순환로256다길 10,서울특별시 관악구 남현동 1072-53,37.472962,126.973516,,,02-879-6781,관악구청,2020-12-07
"남현동116",1,서울특별시 관악구 남부순환로256다길 5,서울특별시 관악구 남현동 1072-24,37.472890,126.973748,,한전주,02-879-6781,관악구청,2020-12-07
"남현동117",1,서울특별시 관악구 남부순환로256길 70,서울특별시 관악구 남현동 1072-100,37.473079,126.973890,,한전주,02-879-6781,관악구청,2020-12-07
"남현동118",1,서울특별시 관악구 남부순환로256길 73,서울특별시 관악구 남현동 1079-2,37.472977,126.974251,,한전주,02-879-6781,관악구청,2020-12-07
"남현동119",1,서울특별시 관악구 남부순환로256라길 5,서울특별시 관악구 남현동 1076-36,37.472707,126.974022,,한전주,02-879-6781,관악구청,2020-12-07
"남현동120",1,서울특별시 관악구 남부순환로256라길 7,서울특별시 관악구 남현동 1076-1,37.472679,126.974043,,건축물,02-879-6781,관악구청,2020-12-07
"남현동121",1,서울특별시 관악구 남부순환로256라길 16,서울특별시 관악구 남현동 1072-19,37.472400,126.973743,,한전주,02-879-6781,관악구청,2020-12-07
"남현동122",1,서울특별시 관악구,서울특별시 관악구 남현동 1136-1,37.472147,126.973581,,전용주,02-879-6781,관악구청,2020-12-07
"남현동123",1,서울특별시 관악구 남부순환로256라길 11,서울특별시 관악구 남현동 1136-1,37.472078,126.973767,,전용주,02-879-6781,관악구청,2020-12-07
"남현동124",1,서울특별시 관악구 남부순환로256라길 11,서울특별시 관악구 남현동 1136-1,37.471964,126.973991,,전용주,02-879-6781,관악구청,2020-12-07
"남현동125",1,서울특별시 관악구 남부순환로256라길 22,서울특별시 관악구 남현동 1072-15,37.472132,126.973342,,한전주,02-879-6781,관악구청,2020-12-07
"남현동126",1,서울특별시 관악구 남부순환로256라길 30,서울특별시 관악구 남현동 1072-12,37.471936,126.973150,,한전주,02-879-6781,관악구청,2020-12-07
"남현동127",1,서울특별시 관악구 남부순환로256라길 25,서울특별시 관악구 남현동 1136,37.471681,126.973027,,한전주,02-879-6781,관악구청,2020-12-07
"남현동128",1,서울특별시 관악구 남현길 141,서울특별시 관악구 남현동 1133,37.471214,126.973714,,한전주,02-879-6781,관악구청,2020-12-07
"남현동129",1,서울특별시 관악구 남부순환로256라길 25,서울특별시 관악구 남현동 1136,37.471435,126.973798,,,02-879-6781,관악구청,2020-12-07
"남현동130",1,서울특별시 관악구 남현길 125,서울특별시 관악구 남현동 1074-3,37.471528,126.974053,,한전주,02-879-6781,관악구청,2020-12-07
"남현동131",1,서울특별시 관악구 남부순환로256라길 25,서울특별시 관악구 남현동 1136,37.471728,126.974086,,,02-879-6781,관악구청,2020-12-07
"남현동132",1,서울특별시 관악구 남현길 113,서울특별시 관악구 남현동 1077-1,37.471833,126.974316,,한전주,02-879-6781,관악구청,2020-12-07
"남현동133",1,서울특별시 관악구 남현길 125,서울특별시 관악구 남현동 1074-3,37.471655,126.974418,,전용주,02-879-6781,관악구청,2020-12-07
"남현동134",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-48,37.471232,126.975300,,전용주,02-879-6781,관악구청,2020-12-07
"남현동135",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-48,37.471271,126.975005,,전용주,02-879-6781,관악구청,2020-12-07
"남현동136",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-48,37.471385,126.974800,,전용주,02-879-6781,관악구청,2020-12-07
"남현동137",1,서울특별시 관악구 남현길 125,서울특별시 관악구 남현동 1074-3,37.471523,126.974712,,전용주,02-879-6781,관악구청,2020-12-07
"남현동138",1,서울특별시 관악구 남현길 113,서울특별시 관악구 남현동 1077-1,37.472087,126.974499,,한전주,02-879-6781,관악구청,2020-12-07
"남현동139",1,서울특별시 관악구 남현길 113,서울특별시 관악구 남현동 1077-1,37.472264,126.974619,,한전주,02-879-6781,관악구청,2020-12-07
"남현동140",1,서울특별시 관악구 남현길 113,서울특별시 관악구 남현동 1077-1,37.472473,126.974793,,한전주,02-879-6781,관악구청,2020-12-07
"남현동141",1,서울특별시 관악구 남현길 96,서울특별시 관악구 남현동 1079-13,37.472745,126.974600,,,02-879-6781,관악구청,2020-12-07
"남현동142",1,서울특별시 관악구 남현길 96,서울특별시 관악구 남현동 1079-13,37.472874,126.974428,,한전주,02-879-6781,관악구청,2020-12-07
"남현동143",1,서울특별시 관악구 남현길 113,서울특별시 관악구 남현동 1077-1,37.472419,126.974964,,한전주,02-879-6781,관악구청,2020-12-07
"남현동144",1,서울특별시 관악구 남현길 113,서울특별시 관악구 남현동 1077-1,37.472081,126.974856,,한전주,02-879-6781,관악구청,2020-12-07
"남현동145",1,서울특별시 관악구 남현길 91,서울특별시 관악구 남현동 1135,37.472010,126.975020,,전용주,02-879-6781,관악구청,2020-12-07
"남현동146",1,서울특별시 관악구 남현길 91,서울특별시 관악구 남현동 1135,37.471871,126.975206,,전용주,02-879-6781,관악구청,2020-12-07
"남현동147",1,서울특별시 관악구 남현길 91,서울특별시 관악구 남현동 1135,37.471762,126.975444,,전용주,02-879-6781,관악구청,2020-12-07
"남현동148",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-48,37.471569,126.975687,,전용주,02-879-6781,관악구청,2020-12-07
"남현동149",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-48,37.471326,126.975738,,전용주,02-879-6781,관악구청,2020-12-07
"남현동150",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-48,37.471649,126.975105,,전용주,02-879-6781,관악구청,2020-12-07
"남현동151",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-48,37.471266,126.976029,,전용주,02-879-6781,관악구청,2020-12-07
"남현동152",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-13,37.471158,126.976216,,전용주,02-879-6781,관악구청,2020-12-07
"남현동153",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-13,37.471100,126.976319,,전용주,02-879-6781,관악구청,2020-12-07
"남현동154",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-13,37.470983,126.976613,,전용주,02-879-6781,관악구청,2020-12-07
"남현동155",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-13,37.470886,126.976750,,전용주,02-879-6781,관악구청,2020-12-07
"남현동156",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-13,37.470857,126.976925,,전용주,02-879-6781,관악구청,2020-12-07
"남현동157",1,서울특별시 관악구,서울특별시 관악구 남현동 산57-13,37.470837,126.977115,,전용주,02-879-6781,관악구청,2020-12-07
"남현동158",1,서울특별시 관악구,서울특별시 관악구 남현동 1135,37.472644,126.974988,,한전주,02-879-6781,관악구청,2020-12-07
"남현동159",1,서울특별시 관악구 남현길 91,서울특별시 관악구 남현동 1135,37.472815,126.975193,,한전주,02-879-6781,관악구청,2020-12-07
"남현동160",1,서울특별시 관악구 남현8길 13-10,서울특별시 관악구 남현동 1079-54,37.473110,126.974858,,한전주,02-879-6781,관악구청,2020-12-07
"남현동161",1,서울특별시 관악구 남현6길 37,서울특별시 관악구 남현동 1079-17,37.473220,126.974611,,전용주,02-879-6781,관악구청,2020-12-07
"남현동162",1,서울특별시 관악구,서울특별시 관악구 남현동 1135,37.472987,126.975396,,한전주,02-879-6781,관악구청,2020-12-07
"남현동163",1,서울특별시 관악구 남현길 86-1,서울특별시 관악구 남현동 1079-55,37.473289,126.975318,,건축물,02-879-6781,관악구청,2020-12-07
"남현동164",1,서울특별시 관악구 남현8길 13-10,서울특별시 관악구 남현동 1079-54,37.473279,126.975079,,건축물,02-879-6781,관악구청,2020-12-07
"남현동165",1,서울특별시 관악구 남현8길 13-10,서울특별시 관악구 남현동 1079-54,37.473286,126.974825,,건축물,02-879-6781,관악구청,2020-12-07
"남현동166",1,서울특별시 관악구 남현8길 13-7,서울특별시 관악구 남현동 1079-23,37.473422,126.975081,,한전주,02-879-6781,관악구청,2020-12-07
"남현동167",1,서울특별시 관악구 남현길 79,서울특별시 관악구 남현동 1078-2,37.473247,126.975673,,한전주,02-879-6781,관악구청,2020-12-07
"남현동168",1,서울특별시 관악구 남현8길 5,서울특별시 관악구 남현동 1079-44,37.473416,126.975515,,건축물,02-879-6781,관악구청,2020-12-07
"남현동169",1,서울특별시 관악구 남현8길 6,서울특별시 관악구 남현동 1082-11,37.473580,126.975417,,,02-879-6781,관악구청,2020-12-07
"남현동170",1,서울특별시 관악구 남현8길 14,서울특별시 관악구 남현동 1082-6,37.473806,126.975122,,한전주,02-879-6781,관악구청,2020-12-07
"남현동171",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473897,126.974868,,한전주,02-879-6781,관악구청,2020-12-07
"남현동172",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473796,126.974738,,,02-879-6781,관악구청,2020-12-07
"남현동173",1,서울특별시 관악구 남현6길 32,서울특별시 관악구 남현동 1080-4,37.473663,126.974588,,한전주,02-879-6781,관악구청,2020-12-07
"남현동174",1,서울특별시 관악구 남현6길 33-3,서울특별시 관악구 남현동 1079-32,37.473475,126.974663,,한전주,02-879-6781,관악구청,2020-12-07
"남현동175",1,서울특별시 관악구 남현6길 34,서울특별시 관악구 남현동 1080-2,37.473497,126.974393,,,02-879-6781,관악구청,2020-12-07
"남현동176",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473434,126.974295,,한전주,02-879-6781,관악구청,2020-12-07
"남현동177",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473340,126.974163,,,02-879-6781,관악구청,2020-12-07
"남현동178",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473253,126.974051,,한전주,02-879-6781,관악구청,2020-12-07
"남현동179",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.473201,126.973960,,한전주,02-879-6781,관악구청,2020-12-07
"남현동180",1,서울특별시 관악구 남현4길 51,서울특별시 관악구 남현동 1080-1,37.474042,126.975032,,한전주,02-879-6781,관악구청,2020-12-07
"남현동181",1,서울특별시 관악구 남현6길 17,서울특별시 관악구 남현동 1082-32,37.474117,126.975263,,,02-879-6781,관악구청,2020-12-07
"남현동182",1,서울특별시 관악구 남현길 66-7,서울특별시 관악구 남현동 1082-20,37.473993,126.975490,,한전주,02-879-6781,관악구청,2020-12-07
"남현동183",1,서울특별시 관악구 남현길 66-7,서울특별시 관악구 남현동 1082-20,37.474008,126.975505,,한전주,02-879-6781,관악구청,2020-12-07
"남현동184",1,서울특별시 관악구 남현8길 8-8,서울특별시 관악구 남현동 1082-18,37.473808,126.975541,,건축물,02-879-6781,관악구청,2020-12-07
"남현동185",1,서울특별시 관악구 남현길 66-5,서울특별시 관악구 남현동 1082-21,37.473964,126.975779,,한전주,02-879-6781,관악구청,2020-12-07
"남현동186",1,서울특별시 관악구 남부순환로262길 41,서울특별시 관악구 남현동 1081-5,37.474289,126.975316,,한전주,02-879-6781,관악구청,2020-12-07
